citation,pmid
"Shin D, Shin J-Y, McManus MT, Ptácek LJ, Fu Y-H. Dicer ablation in oligodendrocytes provokes neuronal impairment in mice. Ann Neurol. 2009 Dec;66(6):843–57.",20035504
"Dugas JC, Cuellar TL, Scholze A, Ason B, Ibrahim A, Emery B, et al. Dicer1 and miR-219 Are required for normal oligodendrocyte differentiation and myelination. Neuron. 2010 Mar 11;65(5):597–611.",20223197
"Zhao X, He X, Han X, Yu Y, Ye F, Chen Y, et al. MicroRNA-mediated control of oligodendrocyte differentiation. Neuron. 2010 Mar 11;65(5):612–26.",20223198
"Pusic AD, Kraig RP. Youth and environmental enrichment generate serum exosomes containing miR-219 that promote CNS myelination. Glia. 2014 Feb;62(2):284–99.",24339157
