citation,pmid
"Thon VJ, Vigneron-Lesens C, Marianne-Pepin T, Montreuil J, Decq A, Rachez C, et al. Coordinate regulation of glycogen metabolism in the yeast Saccharomyces cerevisiae. Induction of glycogen branching enzyme. J Biol Chem. 1992 Jul 25;267(21):15224–8.",1634552
"Farkas I, Hardy TA, Goebl MG, Roach PJ. Two glycogen synthase isoforms in Saccharomyces cerevisiae are coded by distinct genes that are differentially controlled. J Biol Chem. 1991 Aug 25;266(24):15602–7.",1908457
"Mu J, Cheng C, Roach PJ. Initiation of glycogen synthesis in yeast. Requirement of multiple tyrosine residues for function of the self-glucosylating Glg proteins in vivo. J Biol Chem. 1996 Oct 25;271(43):26554–60.",8900126
"François J, Parrou JL. Reserve carbohydrates metabolism in the yeast Saccharomyces cerevisiae. FEMS Microbiol Rev. 2001 Jan;25(1):125–45.",11152943
