citation,pmid
"Grubb CD, Zipp BJ, Ludwig-Müller J, Masuno MN, Molinski TF, Abel S. Arabidopsis glucosyltransferase UGT74B1 functions in glucosinolate biosynthesis and auxin homeostasis. Plant J. 2004 Dec;40(6):893–908.",15584955
"Klein M, Reichelt M, Gershenzon J, Papenbrock J. The three desulfoglucosinolate sulfotransferase proteins in Arabidopsis have different substrate specificities and are differentially expressed. FEBS J. 2006 Jan;273(1):122–36.",16367753
"Klein M, Papenbrock J. Kinetics and substrate specificities of desulfo-glucosinolate sulfotransferases in Arabidopsis thaliana. Physiol Plant. 2009 Feb;135(2):140–9.",19077143
"Wittstock U, Burow M. Glucosinolate breakdown in Arabidopsis: mechanism, regulation and biological significance. Arabidopsis Book. 2010;8:e0134.",22303260
