citation,pmid
"Carbonell J, Felíu JE, Marco R, Sols A. Pyruvate kinase. Classes of regulatory isoenzymes in mammalian tissues. Eur J Biochem. 1973 Aug 1;37(1):148–56.",4729424
"Hüttemann M, Lee I, Samavati L, Yu H, Doan JW. Regulation of mitochondrial oxidative phosphorylation through cell signaling. Biochim Biophys Acta. 2007 Dec;1773(12):1701–20.",18240421
"Bricker DK, Taylor EB, Schell JC, Orsak T, Boutron A, Chen Y-C, et al. A mitochondrial pyruvate carrier required for pyruvate uptake in yeast, Drosophila, and humans. Science. 2012 Jul 6;337(6090):96–100.",22628558
