citation,pmid
"Hennighausen L, Robinson GW. Information networks in the mammary gland. Nat Rev Mol Cell Biol. 2005 Sep;6(9):715–25.",16231422
"Sutherland KD, Lindeman GJ, Visvader JE. Knocking off SOCS genes in the mammary gland. Cell Cycle. 2007 Apr 1;6(7):799–803.",17377501
"Scully S, Yan W, Bentley B, Cao QJ, Shao R. Inhibitory activity of YKL-40 in mammary epithelial cell differentiation and polarization induced by lactogenic hormones: a role in mammary tissue involution. PLoS One. 2011;6(10):e25819.",21991364
