citation,pmid
"Le Stunff H, Peterson C, Thornton R, Milstien S, Mandala SM, Spiegel S. Characterization of murine sphingosine-1-phosphate phosphohydrolase. J Biol Chem. 2002 Mar 15;277(11):8920–7.",11756451
"Merrill AH Jr. De novo sphingolipid biosynthesis: a necessary, but dangerous, pathway. J Biol Chem. 2002 Jul 19;277(29):25843–6.",12011104
"Dennis EA, Deems RA, Harkewicz R, Quehenberger O, Brown HA, Milne SB, et al. A mouse macrophage lipidome. J Biol Chem. 2010 Dec 17;285(51):39976–85.",20923771
