citation,pmid
"Slavov SN, Gimenes Teixeira HL, Rego EM. The role of micro-ribonucleic acids in normal hematopoiesis and leukemic T-lymphogenesis. Braz J Med Biol Res. 2010 Jul;43(7):619–26.",20549139
"Zhang L, Sankaran VG, Lodish HF. MicroRNAs in erythroid and megakaryocytic differentiation and megakaryocyte-erythroid progenitor lineage commitment. Leukemia. 2012 Nov;26(11):2310–6.",22617791
"Riddell J, Gazit R, Garrison BS, Guo G, Saadatpour A, Mandal PK, et al. Reprogramming committed murine blood cells to induced hematopoietic stem cells with defined factors. Cell. 2014 Apr 24;157(3):549–64.",24766805
