citation,pmid
"Mackie EJ, Ahmed YA, Tatarczuch L, Chen K-S, Mirams M. Endochondral ossification: how cartilage is converted into bone in the developing skeleton. Int J Biochem Cell Biol. 2008;40(1):46–62.",17659995
"Belluoccio D, Bernardo BC, Rowley L, Bateman JF. A microarray approach for comparative expression profiling of the discrete maturation zones of mouse growth plate cartilage. Biochim Biophys Acta. 2008 May;1779(5):330–40.",18374667
"Randau TM, Schildberg FA, Alini M, Wimmer MD, Haddouti E-M, Gravius S, et al. The effect of dexamethasone and triiodothyronine on terminal differentiation of primary bovine chondrocytes and chondrogenically differentiated mesenchymal stem cells. PLoS One. 2013 Aug 16;8(8):e72973.",23977373
