citation,pmid
Horton JD. Sterol regulatory element-binding proteins: transcriptional activators of lipid synthesis. Biochem Soc Trans. 2002 Nov;30(Pt 6):1091–5.,12440980
"Wolfrum C, Besser D, Luca E, Stoffel M. Insulin regulates the activity of forkhead transcription factor Hnf-3beta/Foxa-2 by Akt-mediated phosphorylation and nuclear/cytosolic localization. Proc Natl Acad Sci U S A. 2003 Sep 30;100(20):11624–9.",14500912
"Wolfrum C, Stoffel M. Coactivation of Foxa2 through Pgc-1beta promotes liver fatty acid oxidation and triglyceride/VLDL secretion. Cell Metab. 2006 Feb;3(2):99–110.",16459311
"Bochkis IM, Rubins NE, White P, Furth EE, Friedman JR, Kaestner KH. Hepatocyte-specific ablation of Foxa2 alters bile acid homeostasis and results in endoplasmic reticulum stress. Nat Med. 2008 Aug;14(8):828–36.",18660816
"Gao N, Le Lay J, Qin W, Doliba N, Schug J, Fox AJ, et al. Foxa1 and Foxa2 maintain the metabolic and secretory features of the mature beta-cell. Mol Endocrinol. 2010 Aug;24(8):1594–604.",20534694
