citation,pmid
"Kee Y, D’Andrea AD. Expanded roles of the Fanconi anemia pathway in preserving genomic stability. Genes Dev. 2010 Aug 15;24(16):1680–94.",20713514
Decottignies A. Alternative end-joining mechanisms: a historical perspective. Front Genet. 2013 Apr 2;4:48.,23565119
"Goodman MF, Woodgate R. Translesion DNA polymerases. Cold Spring Harb Perspect Biol. 2013 Oct 1;5(10):a010363.",23838442
"Klinakis A, Karagiannis D, Rampias T. Targeting DNA repair in cancer: current state and novel approaches. Cell Mol Life Sci. 2020 Feb;77(4):677–703.",31612241
"Kciuk M, Bukowski K, Marciniak B, Kontek R. Advances in DNA Repair-Emerging Players in the Arena of Eukaryotic DNA Repair. Int J Mol Sci. 2020 May 30;21(11):3934.",32486270
