citation,pmid
"Hord NG, Tang Y, Bryan NS. Food sources of nitrates and nitrites: the physiologic context for potential health benefits. Am J Clin Nutr. 2009 Jul;90(1):1–10.",19439460
"Lundberg JO, Gladwin MT, Ahluwalia A, Benjamin N, Bryan NS, Butler A, et al. Nitrate and nitrite in biology, nutrition and therapeutics. Nat Chem Biol. 2009 Dec;5(12):865–9.",19915529
"Larsen FJ, Schiffer TA, Borniquel S, Sahlin K, Ekblom B, Lundberg JO, et al. Dietary inorganic nitrate improves mitochondrial efficiency in humans. Cell Metab. 2011 Feb 2;13(2):149–59.",21284982
