citation,pmid
"Zou J, Wei Y, Jako C, Kumar A, Selvaraj G, Taylor DC. The Arabidopsis thaliana TAG1 mutant has a mutation in a diacylglycerol acyltransferase gene. Plant J. 1999 Sep;19(6):645–53.",10571850
"Dahlqvist A, Stahl U, Lenman M, Banas A, Lee M, Sandager L, et al. Phospholipid:diacylglycerol acyltransferase: an enzyme that catalyzes the acyl-CoA-independent formation of triacylglycerol in yeast and plants. Proc Natl Acad Sci U S A. 2000 Jun 6;97(12):6487–92.",10829075
"Ståhl U, Carlsson AS, Lenman M, Dahlqvist A, Huang B, Banas W, et al. Cloning and functional characterization of a phospholipid:diacylglycerol acyltransferase from Arabidopsis. Plant Physiol. 2004 Jul;135(3):1324–35.",15247387
"Mhaske V, Beldjilali K, Ohlrogge J, Pollard M. Isolation and characterization of an Arabidopsis thaliana knockout line for phospholipid: diacylglycerol transacylase gene (At5g13640). Plant Physiol Biochem. 2005 Apr;43(4):413–7.",15907694
