citation,pmid
"Mohan RS, Yee NK, Coates RM, Ren YY, Stamenkovic P, Mendez I, et al. Biosynthesis of cyclic diterpene hydrocarbons in rice cell suspensions: conversion of 9,10-syn-labda-8(17),13-dienyl diphosphate to 9beta-pimara-7,15-diene and stemar-13-ene. Arch Biochem Biophys. 1996 Jun 1;330(1):33–47.",8651702
"Nemoto T, Cho E-M, Okada A, Okada K, Otomo K, Kanno Y, et al. Stemar-13-ene synthase, a diterpene cyclase involved in the biosynthesis of the phytoalexin oryzalexin S in rice. FEBS Lett. 2004 Jul 30;571(1–3):182–6.",15280039
"Otomo K, Kenmoku H, Oikawa H, König WA, Toshima H, Mitsuhashi W, et al. Biological functions of ent- and syn-copalyl diphosphate synthases in rice: key enzymes for the branch point of gibberellin and phytoalexin biosynthesis. Plant J. 2004 Sep;39(6):886–93.",15341631
"Nemoto T, Okada A, Okada K, Shibuya N, Toyomasu T, Nojiri H, et al. Promoter analysis of the rice stemar-13-ene synthase gene OsDTC2, which is involved in the biosynthesis of the phytoalexin oryzalexin S. Biochim Biophys Acta. 2007;1769(11–12):678–83.",17961759
Toyomasu T. Recent advances regarding diterpene cyclase genes in higher plants and fungi. Biosci Biotechnol Biochem. 2008 May;72(5):1168–75.,18460786
