citation,pmid
"Fukata M, Nakagawa M, Kuroda S, Kaibuchi K. Cell adhesion and Rho small GTPases. J Cell Sci. 1999 Dec;112 ( Pt 24):4491–500.",10574699
"Schmitz AA, Govek EE, Böttner B, Van Aelst L. Rho GTPases: signaling, migration, and invasion. Exp Cell Res. 2000 Nov 25;261(1):1–12.",11082269
"Sastry SK, Burridge K. Focal adhesions: a nexus for intracellular signaling and cytoskeletal dynamics. Exp Cell Res. 2000 Nov 25;261(1):25–36.",11082272
"Takai Y, Sasaki T, Matozaki T. Small GTP-binding proteins. Physiol Rev. 2001 Jan;81(1):153–208.",11152757
"Pollard TD. The cytoskeleton, cellular motility and the reductionist agenda. Nature. 2003 Apr 17;422(6933):741–5.",12700767
"Ridley AJ, Schwartz MA, Burridge K, Firtel RA, Ginsberg MH, Borisy G, et al. Cell migration: integrating signals from front to back. Science. 2003 Dec 5;302(5651):1704–9.",14657486
"Burridge K, Wennerberg K. Rho and Rac take center stage. Cell. 2004 Jan 23;116(2):167–79.",14744429
