citation,pmid
"Patterson JB, Samuel CE. Expression and regulation by interferon of a double-stranded-RNA-specific adenosine deaminase from human cells: evidence for two forms of the deaminase. Mol Cell Biol. 1995 Oct;15(10):5376–88.",7565688
"Deininger PL, Batzer MA. Mammalian retroelements. Genome Res. 2002 Oct;12(10):1455–65.",12368238
"Cho D-SC, Yang W, Lee JT, Shiekhattar R, Murray JM, Nishikura K. Requirement of dimerization for RNA editing activity of adenosine deaminases acting on RNA. J Biol Chem. 2003 May 9;278(19):17093–102.",12618436
