citation,pmid
"Mravec J, Skůpa P, Bailly A, Hoyerová K, Krecek P, Bielach A, et al. Subcellular homeostasis of phytohormone auxin is mediated by the ER-localized PIN5 transporter. Nature. 2009 Jun 25;459(7250):1136–40.",19506555
"Barbez E, Kubeš M, Rolčík J, Béziat C, Pěnčík A, Wang B, et al. A novel putative auxin carrier family regulates intracellular auxin homeostasis in plants. Nature. 2012 Apr 15;485(7396):119–22.",22504182
"Ding Z, Wang B, Moreno I, Dupláková N, Simon S, Carraro N, et al. ER-localized auxin transporter PIN8 regulates auxin homeostasis and male gametophyte development in Arabidopsis. Nat Commun. 2012 Jul 3;3:941.",22760640
"Sawchuk MG, Edgar A, Scarpella E. Patterning of leaf vein networks by convergent auxin transport pathways. PLoS Genet. 2013;9(2):e1003294.",23437008
"Bender RL, Fekete ML, Klinkenberg PM, Hampton M, Bauer B, Malecha M, et al. PIN6 is required for nectary auxin response and short stamen development. Plant J. 2013 Jun;74(6):893–904.",23551385
Bennett T. PIN proteins and the evolution of plant development. Trends Plant Sci. 2015 Aug;20(8):498–507.,26051227
