citation,pmid
"Hammerschmidt B, Schlake T. Localization of Shh expression by Wnt and Eda affects axial polarity and shape of hairs. Dev Biol. 2007 May 1;305(1):246–61.",17376426
"Nowak JA, Polak L, Pasolli HA, Fuchs E. Hair follicle stem cells are specified and function in early skin morphogenesis. Cell Stem Cell. 2008 Jul 3;3(1):33–43.",18593557
"Fantauzzo KA, Kurban M, Levy B, Christiano AM. Trps1 and its target gene Sox9 regulate epithelial proliferation in the developing hair follicle and are associated with hypertrichosis. PLoS Genet. 2012;8(11):e1003002.",23133399
