citation,pmid
"Humm A, Fritsche E, Steinbacher S, Huber R. Crystal structure and mechanism of human L-arginine:glycine amidinotransferase: a mitochondrial enzyme involved in creatine biosynthesis. EMBO J. 1997 Jun 16;16(12):3373–85.",9218780
"Tapiero H, Mathé G, Couvreur P, Tew KD. II. Glutamine and glutamate. Biomed Pharmacother. 2002 Nov;56(9):446–57.",12481981
"Ah Mew N, Simpson KL, Gropman AL, Lanpher BC, Chapman KA, Summar ML. Urea Cycle Disorders Overview. In: Adam MP, Ardinger HH, Pagon RA, Wallace SE, Bean LJ, Mirzaa G, et al., editors. GeneReviews®. Seattle (WA): University of Washington, Seattle; 2003.",20301396
