citation,pmid
"Crouch RD, Blobaum AL, Felts AS, Conn PJ, Lindsley CW. Species-Specific Involvement of Aldehyde Oxidase and Xanthine Oxidase in the Metabolism of the Pyrimidine-Containing mGlu5-Negative Allosteric Modulator VU0424238 (Auglurant). Drug Metab Dispos. 2017 Dec;45(12):1245–59.",28939686
,9783642403361
