citation,pmid
"Mukherjee S, Louie SG, Campbell M, Esserman L, Shyamala G. Ductal growth is impeded in mammary glands of C-neu transgenic mice. Oncogene. 2000 Dec 7;19(52):5982–7.",11146549
"Shen Q, Zhang Y, Uray IP, Hill JL, Kim H-T, Lu C, et al. The AP-1 transcription factor regulates postnatal mammary gland development. Dev Biol. 2006 Jul 15;295(2):589–603.",16678816
"Nautiyal J, Steel JH, Mane MR, Oduwole O, Poliandri A, Alexi X, et al. The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals. Development. 2013 Mar;140(5):1079–89.",23404106
